Customer_Key,Total_Number_of_Calls,AHT,Contract_End_Date,Call_Date,Product_Type,Product_Status,Customer_Type
357,4,251.856229,27/05/2020,27/05/2020,Product 2,Status 3,Type 1
358,4,274.6961816,04/10/2020,10/10/2020,Product 2,Status 3,Type 1
359,2,99.85380217,12/07/2020,09/07/2020,Product 2,Status 4,Type 1
360,1,131.6841621,05/04/2022,21/12/2021,Product 4,Status 1,Type 3
361,1,140.9871638,02/02/2022,02/11/2021,Product 4,Status 4,Type 3
362,1,38.74374443,14/02/2020,15/02/2020,Product 1,Status 1,Type 1
363,2,306.5968819,08/04/2021,08/04/2021,Product 1,Status 2,Type 1
364,1,310.105361,19/10/2020,23/10/2020,Product 1,Status 3,Type 1
365,1,498.0565444,04/06/2025,14/03/2021,Product 2,Status 3,Type 2
366,1,178.2744049,29/12/2021,30/09/2021,Product 4,Status 3,Type 3
367,2,420.47006,21/11/2021,22/11/2021,Product 2,Status 3,Type 1
368,1,510.7333921,28/05/2026,31/08/2021,Product 2,Status 4,Type 2
369,1,572.0858498,17/10/2026,27/10/2021,Product 3,Status 2,Type 2
370,2,254.1360276,24/03/2020,25/03/2020,Product 2,Status 2,Type 1
371,1,467.4426311,28/04/2025,19/12/2021,Product 3,Status 2,Type 2
372,2,520.2506047,07/07/2025,06/09/2020,Product 2,Status 3,Type 2
373,2,198.2549506,05/01/2022,11/01/2022,Product 2,Status 4,Type 1
374,1,199.5321234,25/03/2021,28/03/2021,Product 1,Status 3,Type 1
375,3,590.9533788,18/09/2026,04/09/2021,Product 3,Status 1,Type 2
376,1,418.6706053,03/01/2021,07/01/2021,Product 2,Status 2,Type 1
377,2,559.7107277,27/05/2026,26/10/2021,Product 3,Status 1,Type 2
378,1,129.4233056,27/11/2021,14/08/2021,Product 4,Status 1,Type 3
379,2,491.7451797,24/10/2026,15/04/2021,Product 2,Status 1,Type 2
380,3,389.8880701,15/02/2021,17/02/2021,Product 1,Status 1,Type 1
381,1,327.1713655,02/09/2021,01/09/2021,Product 2,Status 3,Type 1
382,1,171.5079191,27/12/2021,04/10/2021,Product 4,Status 3,Type 3
383,1,134.7479584,29/12/2021,04/11/2021,Product 4,Status 1,Type 3
384,2,96.14940942,19/06/2021,19/06/2021,Product 1,Status 4,Type 1
385,1,5.394461579,29/06/2020,03/07/2020,Product 2,Status 1,Type 1
386,1,102.6160944,08/12/2021,19/09/2021,Product 4,Status 2,Type 3
387,1,400.4164772,14/02/2020,15/02/2020,Product 2,Status 2,Type 1
388,1,398.0837008,20/01/2021,21/01/2021,Product 2,Status 4,Type 1
389,2,525.9797722,11/06/2025,22/03/2021,Product 3,Status 2,Type 2
390,1,500.6695962,26/10/2020,28/10/2020,Product 2,Status 3,Type 1
391,1,346.2306939,01/11/2020,03/11/2020,Product 2,Status 1,Type 1
392,1,473.3567682,28/05/2021,01/06/2021,Product 2,Status 2,Type 1
393,3,386.2710073,22/05/2020,23/05/2020,Product 2,Status 2,Type 1
394,1,505.0228072,30/05/2021,02/06/2021,Product 2,Status 1,Type 1
395,1,47.4946741,23/06/2021,27/06/2021,Product 2,Status 2,Type 1
396,1,565.2017737,30/08/2021,02/09/2021,Product 2,Status 1,Type 1
397,2,504.0486422,03/04/2026,14/02/2020,Product 1,Status 2,Type 2
398,2,556.2419428,15/10/2025,26/01/2020,Product 2,Status 2,Type 2
399,2,449.7597494,10/12/2026,05/11/2020,Product 3,Status 1,Type 2
400,2,539.1495421,17/11/2020,14/11/2020,Product 2,Status 2,Type 1
401,1,447.7385418,27/12/2025,24/03/2021,Product 1,Status 1,Type 2
402,3,233.694653,26/04/2021,28/04/2021,Product 2,Status 1,Type 1
403,1,450.0026164,10/12/2021,11/12/2021,Product 2,Status 2,Type 1
404,1,96.76861858,16/11/2021,18/08/2021,Product 4,Status 4,Type 3
405,1,130.5422509,27/12/2021,01/09/2021,Product 4,Status 1,Type 3
406,1,540.2979212,01/05/2026,14/10/2021,Product 3,Status 2,Type 2
407,3,362.1206802,15/12/2021,16/12/2021,Product 2,Status 2,Type 1
408,1,592.2296728,06/07/2020,10/07/2020,Product 2,Status 2,Type 1
409,1,693.0922169,25/03/2021,29/03/2021,Product 2,Status 4,Type 1
410,1,298.1332183,09/02/2021,11/02/2021,Product 2,Status 3,Type 1
411,1,564.1963591,27/08/2025,29/09/2020,Product 3,Status 4,Type 2
412,1,186.5462294,29/04/2022,16/01/2022,Product 4,Status 3,Type 3
413,2,346.4319178,18/09/2020,22/09/2020,Product 2,Status 2,Type 1
414,1,448.1530187,07/02/2025,16/07/2020,Product 1,Status 1,Type 2
415,1,281.1378804,23/01/2021,28/01/2021,Product 1,Status 4,Type 1
416,2,518.7269831,17/12/2020,22/12/2020,Product 2,Status 1,Type 1
417,1,529.4686318,15/04/2025,04/03/2020,Product 1,Status 3,Type 2
418,2,288.1168768,06/11/2021,04/11/2021,Product 2,Status 2,Type 1
419,1,479.1258392,05/11/2020,06/11/2020,Product 1,Status 4,Type 1
420,1,114.1296273,03/04/2020,04/04/2020,Product 2,Status 1,Type 1
421,1,566.2294527,11/09/2025,29/05/2021,Product 3,Status 2,Type 2
422,1,133.7641243,09/12/2021,17/09/2021,Product 4,Status 2,Type 3
423,2,376.3766588,01/06/2021,05/06/2021,Product 1,Status 3,Type 1
424,1,114.506145,03/11/2021,23/08/2021,Product 4,Status 3,Type 3
425,1,508.9277406,30/07/2020,02/08/2020,Product 1,Status 1,Type 1
426,2,559.3662168,19/07/2025,24/10/2020,Product 1,Status 3,Type 2
427,1,344.7799789,01/03/2020,29/02/2020,Product 1,Status 2,Type 1
428,2,302.0831268,30/09/2020,01/10/2020,Product 1,Status 3,Type 1
429,2,499.9844236,18/02/2025,28/10/2021,Product 2,Status 2,Type 2
430,1,556.1269539,23/05/2026,29/01/2021,Product 3,Status 2,Type 2
431,1,145.4627603,29/11/2021,17/08/2021,Product 4,Status 3,Type 3
432,1,107.1705906,05/01/2022,18/09/2021,Product 4,Status 1,Type 3
433,4,310.0830537,28/08/2020,29/08/2020,Product 1,Status 4,Type 1
434,2,405.7973089,29/09/2026,21/07/2021,Product 1,Status 1,Type 2
435,1,125.8594098,26/08/2021,06/07/2021,Product 4,Status 4,Type 3
436,1,114.8934717,07/03/2022,27/11/2021,Product 2,Status 2,Type 3
437,1,284.4928463,07/07/2020,12/07/2020,Product 1,Status 1,Type 1
438,1,551.1886043,15/04/2026,27/04/2021,Product 2,Status 4,Type 2
439,1,534.0239353,02/02/2021,05/02/2021,Product 1,Status 3,Type 1
440,2,321.0082596,12/10/2020,15/10/2020,Product 1,Status 1,Type 1
441,2,431.665336,11/10/2025,10/09/2020,Product 2,Status 2,Type 2
442,2,579.2888007,01/01/2026,23/01/2022,Product 3,Status 2,Type 2
443,1,166.5811952,22/01/2022,24/01/2022,Product 1,Status 2,Type 1
444,2,416.2269243,22/03/2020,23/03/2020,Product 1,Status 4,Type 1
445,1,109.210454,21/07/2021,21/07/2021,Product 2,Status 4,Type 1
446,2,607.0047247,14/12/2025,04/12/2020,Product 1,Status 1,Type 2
447,1,488.9811938,01/07/2025,19/04/2021,Product 3,Status 2,Type 2
448,1,594.0200488,04/11/2020,06/11/2020,Product 1,Status 3,Type 1
449,1,259.3140234,27/06/2021,29/06/2021,Product 2,Status 4,Type 1
450,1,526.8493845,26/01/2022,25/01/2022,Product 2,Status 3,Type 1
451,5,358.1355781,12/12/2020,15/12/2020,Product 2,Status 1,Type 1
452,1,285.6422736,22/02/2021,25/02/2021,Product 1,Status 4,Type 1
453,1,163.5423785,30/06/2021,02/07/2021,Product 1,Status 4,Type 1
454,1,220.7433952,24/07/2020,27/07/2020,Product 2,Status 3,Type 1
455,2,398.129728,06/04/2020,08/04/2020,Product 1,Status 1,Type 1
456,1,491.5509506,06/01/2025,18/08/2021,Product 3,Status 2,Type 2
457,1,263.4659427,29/07/2021,30/07/2021,Product 1,Status 3,Type 1
458,1,583.2346543,16/11/2026,27/08/2020,Product 3,Status 2,Type 2
459,1,97.02348334,10/12/2021,25/08/2021,Product 4,Status 2,Type 3
460,1,620.4151308,11/05/2025,17/02/2020,Product 3,Status 1,Type 2
461,1,467.0500791,04/11/2026,25/10/2020,Product 3,Status 2,Type 2
462,1,302.0720003,16/04/2020,19/04/2020,Product 1,Status 4,Type 1
463,2,387.8839324,05/03/2026,16/05/2020,Product 3,Status 3,Type 2
464,1,210.6292032,26/01/2022,28/01/2022,Product 2,Status 1,Type 1
465,3,324.6363035,12/05/2021,14/05/2021,Product 2,Status 2,Type 1
466,1,401.2016767,02/04/2021,08/04/2021,Product 2,Status 3,Type 1
467,1,264.9840508,06/11/2021,06/11/2021,Product 2,Status 2,Type 1
468,1,138.6114534,25/11/2021,27/08/2021,Product 4,Status 2,Type 3
469,1,179.2558009,19/03/2022,27/12/2021,Product 4,Status 1,Type 3
470,1,114.0310234,02/05/2022,23/01/2022,Product 4,Status 3,Type 3
471,2,117.8020335,28/01/2022,19/11/2021,Product 4,Status 4,Type 3
472,1,411.6297952,18/09/2020,21/09/2020,Product 2,Status 1,Type 1
473,2,503.9566779,03/07/2020,07/07/2020,Product 2,Status 3,Type 1
474,1,203.2238169,12/02/2020,18/02/2020,Product 2,Status 1,Type 1
475,1,132.992276,07/01/2022,04/10/2021,Product 2,Status 3,Type 3
476,1,118.5194627,16/04/2022,02/01/2022,Product 2,Status 1,Type 3
477,2,62.96464365,25/11/2021,08/09/2021,Product 4,Status 3,Type 3
478,1,118.9755645,25/11/2021,13/08/2021,Product 4,Status 1,Type 3
479,1,491.4011114,12/09/2026,19/05/2021,Product 1,Status 2,Type 2
480,1,423.1378941,08/10/2026,03/06/2020,Product 3,Status 4,Type 2
481,1,311.4136128,17/01/2021,18/01/2021,Product 2,Status 4,Type 1
482,2,124.9382194,09/03/2022,30/11/2021,Product 4,Status 2,Type 3
483,1,103.7218946,04/05/2021,05/05/2021,Product 1,Status 2,Type 1
484,3,577.0819752,03/05/2020,06/05/2020,Product 2,Status 1,Type 1
485,1,592.7238654,29/10/2026,06/05/2020,Product 3,Status 3,Type 2
486,2,462.896085,05/02/2026,10/05/2020,Product 3,Status 4,Type 2
487,2,236.6026611,06/07/2020,10/07/2020,Product 2,Status 4,Type 1
488,1,182.4360358,30/06/2021,04/07/2021,Product 1,Status 1,Type 1
489,2,216.6418182,15/06/2021,21/06/2021,Product 1,Status 3,Type 1
490,1,476.8171111,08/03/2025,29/05/2020,Product 3,Status 3,Type 2
491,1,304.615312,22/01/2020,20/01/2020,Product 1,Status 3,Type 1
492,2,443.8878823,09/07/2026,20/05/2020,Product 1,Status 1,Type 2
493,1,165.9641818,28/01/2022,14/10/2021,Product 2,Status 4,Type 3
494,1,124.3667196,13/10/2021,30/07/2021,Product 4,Status 4,Type 3
495,3,364.0682116,16/01/2022,17/01/2022,Product 1,Status 4,Type 1
496,1,333.1608331,31/12/2020,04/01/2021,Product 2,Status 2,Type 1
497,3,440.0909827,26/10/2020,29/10/2020,Product 2,Status 1,Type 1
498,3,298.2027961,13/04/2021,15/04/2021,Product 1,Status 1,Type 1
499,2,145.6567022,21/03/2022,03/12/2021,Product 4,Status 4,Type 3
500,2,237.886608,18/08/2020,24/08/2020,Product 1,Status 1,Type 1
501,2,455.7046856,01/03/2021,02/03/2021,Product 1,Status 1,Type 1
502,1,314.8188116,30/06/2020,03/07/2020,Product 2,Status 4,Type 1
503,5,371.0751221,02/06/2021,04/06/2021,Product 2,Status 2,Type 1
504,1,76.40212181,13/03/2022,05/12/2021,Product 4,Status 4,Type 3
505,2,489.124207,10/03/2020,16/03/2020,Product 1,Status 3,Type 1
506,1,352.5940309,26/01/2022,30/01/2022,Product 1,Status 4,Type 1
507,2,371.0978033,10/12/2021,17/12/2021,Product 1,Status 3,Type 1
508,1,333.5186241,10/08/2021,15/08/2021,Product 2,Status 2,Type 1
509,2,150.1302671,02/02/2021,03/02/2021,Product 1,Status 2,Type 1
510,3,547.191423,27/10/2021,31/10/2021,Product 1,Status 1,Type 1
511,1,386.0746258,28/05/2020,31/05/2020,Product 1,Status 3,Type 1
512,2,431.3641687,10/06/2020,11/06/2020,Product 1,Status 3,Type 1
513,1,543.0027016,06/08/2020,10/08/2020,Product 1,Status 3,Type 1
514,2,550.3092175,26/05/2021,29/05/2021,Product 1,Status 1,Type 1
515,1,547.7596852,23/06/2026,11/04/2021,Product 2,Status 4,Type 2
516,1,612.1681084,13/12/2020,16/12/2020,Product 2,Status 1,Type 1
517,1,387.7477133,20/07/2021,22/07/2021,Product 2,Status 3,Type 1
518,2,192.6147231,23/10/2021,24/10/2021,Product 1,Status 2,Type 1
519,2,541.6857144,20/12/2021,21/12/2021,Product 2,Status 3,Type 1
520,1,326.7708946,17/08/2020,19/08/2020,Product 1,Status 2,Type 1
521,1,459.6821918,02/01/2021,04/01/2021,Product 2,Status 3,Type 1
522,3,177.9844693,03/11/2021,09/11/2021,Product 1,Status 1,Type 1
523,1,116.9510982,13/01/2022,06/10/2021,Product 4,Status 2,Type 3
524,3,472.6424791,08/10/2020,11/10/2020,Product 2,Status 1,Type 1
525,1,276.0300478,10/03/2020,12/03/2020,Product 1,Status 2,Type 1
526,4,398.9844422,18/01/2021,21/01/2021,Product 1,Status 1,Type 1
527,3,567.5572687,15/05/2021,19/05/2021,Product 2,Status 2,Type 1
528,2,345.4891904,02/03/2026,20/10/2020,Product 3,Status 4,Type 2
529,5,526.7487625,31/10/2020,04/11/2020,Product 1,Status 2,Type 1
530,1,430.2425061,28/12/2020,31/12/2020,Product 1,Status 2,Type 1
531,1,505.9586399,03/06/2026,25/02/2020,Product 1,Status 4,Type 2
532,2,220.936724,25/09/2021,29/09/2021,Product 1,Status 2,Type 1
533,2,277.645078,11/12/2021,16/12/2021,Product 1,Status 4,Type 1
534,3,365.4771066,12/06/2020,16/06/2020,Product 1,Status 1,Type 1
535,3,499.2883452,25/06/2021,25/06/2021,Product 2,Status 1,Type 1
536,2,297.0557971,23/09/2020,24/09/2020,Product 2,Status 2,Type 1
537,3,402.7318954,23/01/2022,25/01/2022,Product 2,Status 2,Type 1
538,2,363.0245888,12/02/2020,17/02/2020,Product 2,Status 4,Type 1
539,1,551.1011012,12/06/2021,15/06/2021,Product 1,Status 4,Type 1
540,1,418.248903,24/09/2025,24/02/2020,Product 1,Status 2,Type 2
541,1,258.8091843,24/09/2020,29/09/2020,Product 2,Status 4,Type 1
542,1,424.6924315,19/05/2020,19/05/2020,Product 1,Status 1,Type 1
543,2,576.8327837,31/12/2021,05/01/2022,Product 2,Status 2,Type 1
544,4,272.2582374,02/11/2020,06/11/2020,Product 2,Status 1,Type 1
545,1,370.7241706,02/06/2020,02/06/2020,Product 2,Status 2,Type 1
546,3,349.8586791,06/06/2021,07/06/2021,Product 1,Status 3,Type 1
547,1,139.9060134,22/09/2021,15/07/2021,Product 4,Status 2,Type 3
548,5,429.5803679,08/12/2021,09/12/2021,Product 2,Status 2,Type 1
549,1,139.1458331,23/04/2022,18/01/2022,Product 4,Status 2,Type 3
550,2,109.090626,18/11/2020,17/11/2020,Product 2,Status 1,Type 1
551,1,325.7347923,04/01/2020,07/01/2020,Product 1,Status 4,Type 1
552,1,137.1899017,24/11/2021,03/09/2021,Product 4,Status 4,Type 3
553,2,460.556479,02/07/2025,20/03/2020,Product 3,Status 1,Type 2
554,2,340.3325749,18/01/2022,19/01/2022,Product 1,Status 3,Type 1
555,2,426.5291386,22/05/2025,20/09/2020,Product 2,Status 2,Type 2
556,1,97.608291,27/04/2022,21/01/2022,Product 4,Status 2,Type 3
557,2,136.1311642,03/01/2021,07/01/2021,Product 1,Status 2,Type 1
558,1,432.254857,04/01/2022,02/01/2022,Product 1,Status 4,Type 1
559,1,319.7189454,29/09/2021,01/10/2021,Product 1,Status 1,Type 1
560,2,475.0304348,02/10/2020,03/10/2020,Product 1,Status 1,Type 1
561,1,553.3825545,25/09/2020,27/09/2020,Product 2,Status 3,Type 1
562,1,356.3264403,22/06/2020,25/06/2020,Product 2,Status 1,Type 1
563,1,93.863677,07/07/2021,11/07/2021,Product 1,Status 2,Type 1
564,2,524.0863272,20/06/2020,23/06/2020,Product 1,Status 4,Type 1
565,1,253.4048158,19/09/2021,23/09/2021,Product 1,Status 3,Type 1
566,3,498.8591647,08/06/2021,11/06/2021,Product 2,Status 2,Type 1
567,1,126.1156975,09/07/2020,14/07/2020,Product 1,Status 3,Type 1
568,1,755.1576201,04/11/2020,04/11/2020,Product 1,Status 4,Type 1
569,1,118.3277235,28/12/2021,02/10/2021,Product 4,Status 1,Type 3
570,1,680.5034261,07/10/2026,21/02/2020,Product 2,Status 3,Type 2
571,1,219.686321,20/07/2021,26/07/2021,Product 1,Status 1,Type 1
572,1,143.7625506,02/11/2021,12/08/2021,Product 4,Status 4,Type 3
573,1,483.1550668,12/03/2025,18/04/2020,Product 1,Status 1,Type 2
574,1,266.698764,14/11/2021,19/11/2021,Product 1,Status 2,Type 1
575,1,471.0393176,27/01/2025,02/09/2020,Product 3,Status 3,Type 2
576,3,381.3556064,11/07/2021,13/07/2021,Product 1,Status 1,Type 1
577,1,334.2035424,12/12/2020,14/12/2020,Product 2,Status 2,Type 1
578,2,529.7269594,28/06/2026,20/01/2021,Product 2,Status 1,Type 2
579,1,135.4869518,14/10/2021,13/08/2021,Product 4,Status 1,Type 3
580,4,597.4678333,16/08/2020,20/08/2020,Product 1,Status 3,Type 1
581,1,518.203533,29/10/2021,28/10/2021,Product 2,Status 1,Type 1
582,2,350.1215558,02/11/2026,09/04/2020,Product 3,Status 2,Type 2
583,1,574.5566853,04/12/2026,19/10/2021,Product 3,Status 3,Type 2
584,2,257.6385841,28/02/2020,27/02/2020,Product 1,Status 4,Type 1
585,2,586.7377518,27/05/2020,31/05/2020,Product 2,Status 2,Type 1
586,1,284.3475345,14/01/2022,17/01/2022,Product 2,Status 2,Type 1
587,1,556.3871728,29/06/2026,02/11/2021,Product 3,Status 2,Type 2
588,1,99.84404167,31/10/2021,27/08/2021,Product 4,Status 2,Type 3
589,1,427.3344654,23/03/2021,25/03/2021,Product 1,Status 2,Type 1
590,1,550.8592268,12/05/2025,08/06/2020,Product 3,Status 2,Type 2
591,1,116.8376201,20/11/2021,23/08/2021,Product 4,Status 3,Type 3
592,1,422.7886367,07/04/2020,10/04/2020,Product 2,Status 3,Type 1
593,3,534.0947209,16/04/2021,20/04/2021,Product 1,Status 4,Type 1
594,1,154.1123128,30/12/2021,29/09/2021,Product 4,Status 1,Type 3
595,1,374.6883359,03/11/2020,02/11/2020,Product 1,Status 3,Type 1
596,1,415.7624828,23/09/2021,28/09/2021,Product 2,Status 2,Type 1
597,1,463.2291646,16/10/2025,14/10/2021,Product 3,Status 3,Type 2
598,5,366.5575964,19/01/2021,23/01/2021,Product 2,Status 3,Type 1
599,2,629.4563372,16/12/2025,29/05/2021,Product 3,Status 3,Type 2
600,1,58.64077061,01/01/2022,19/09/2021,Product 4,Status 3,Type 3
601,1,55.95809033,04/08/2021,07/08/2021,Product 1,Status 2,Type 1
602,1,244.0321776,05/10/2020,08/10/2020,Product 1,Status 2,Type 1
603,2,579.3704099,10/02/2025,23/06/2020,Product 2,Status 1,Type 2
604,2,323.6085229,04/09/2021,06/09/2021,Product 2,Status 1,Type 1
605,1,350.4456277,20/09/2021,23/09/2021,Product 2,Status 3,Type 1
606,1,654.6857648,13/07/2025,28/12/2021,Product 1,Status 2,Type 2
607,2,247.1025984,04/10/2020,07/10/2020,Product 2,Status 1,Type 1
608,1,373.2700716,17/12/2021,18/12/2021,Product 2,Status 1,Type 1
609,2,535.6903854,02/11/2025,07/03/2020,Product 2,Status 1,Type 2
610,1,135.5616858,11/02/2022,03/12/2021,Product 4,Status 2,Type 3
611,1,72.19086955,29/01/2022,18/10/2021,Product 2,Status 1,Type 3
612,2,114.7838076,05/12/2021,26/09/2021,Product 4,Status 2,Type 3
613,3,388.3272141,12/02/2026,24/07/2020,Product 3,Status 4,Type 2
614,1,520.6211914,06/08/2025,14/10/2020,Product 3,Status 2,Type 2
615,1,400.6948817,01/05/2020,06/05/2020,Product 2,Status 3,Type 1
616,1,295.9959825,05/06/2021,05/06/2021,Product 2,Status 2,Type 1
617,2,125.9062211,15/04/2022,11/01/2022,Product 4,Status 4,Type 3
618,1,123.3254642,20/04/2022,28/01/2022,Product 4,Status 4,Type 3
619,1,433.3629823,25/12/2026,18/10/2021,Product 2,Status 3,Type 2
620,5,432.9137252,14/05/2021,14/05/2021,Product 2,Status 1,Type 1
621,1,82.13107324,26/02/2022,23/12/2021,Product 4,Status 1,Type 3
622,1,603.6044618,04/07/2025,27/01/2021,Product 2,Status 4,Type 2
623,4,501.4963067,22/04/2021,24/04/2021,Product 1,Status 4,Type 1
624,1,94.32717929,26/11/2021,16/08/2021,Product 4,Status 2,Type 3
625,2,404.6672196,21/02/2020,24/02/2020,Product 2,Status 1,Type 1
626,1,302.8096389,24/11/2020,26/11/2020,Product 1,Status 3,Type 1
627,2,106.8103279,15/12/2021,19/12/2021,Product 2,Status 3,Type 1
628,1,527.5286311,10/05/2025,02/07/2021,Product 1,Status 4,Type 2
629,1,140.5580891,29/03/2022,13/12/2021,Product 4,Status 3,Type 3
630,2,199.9783793,19/10/2021,26/10/2021,Product 1,Status 4,Type 1
631,2,358.8585111,18/10/2021,22/10/2021,Product 2,Status 2,Type 1
632,2,576.2077731,17/08/2020,23/08/2020,Product 2,Status 2,Type 1
633,2,460.7002074,25/05/2021,28/05/2021,Product 2,Status 1,Type 1
634,1,616.646631,29/11/2026,22/07/2020,Product 3,Status 3,Type 2
635,1,499.2779749,19/10/2025,06/11/2020,Product 3,Status 1,Type 2
636,3,440.394478,09/11/2026,30/12/2021,Product 1,Status 3,Type 2
637,1,417.3372774,04/09/2020,08/09/2020,Product 1,Status 4,Type 1
638,1,137.1424525,25/10/2021,11/08/2021,Product 4,Status 4,Type 3
639,1,178.1741901,17/07/2021,18/07/2021,Product 2,Status 4,Type 1
640,1,426.2292262,06/12/2021,10/12/2021,Product 1,Status 2,Type 1
641,1,328.5090996,30/03/2020,30/03/2020,Product 1,Status 2,Type 1
642,1,-31.5938179,31/03/2021,31/03/2021,Product 2,Status 1,Type 1
643,1,96.4697155,19/12/2021,14/08/2021,Product 4,Status 1,Type 3
644,1,392.7799129,29/02/2020,03/03/2020,Product 2,Status 3,Type 1
645,1,315.2419952,16/11/2020,21/11/2020,Product 2,Status 2,Type 1
646,1,193.8135285,18/12/2021,15/09/2021,Product 4,Status 4,Type 3
647,2,425.2200515,09/01/2020,12/01/2020,Product 1,Status 3,Type 1
648,4,284.5673378,07/05/2021,06/05/2021,Product 2,Status 2,Type 1
649,1,431.5077256,26/07/2021,27/07/2021,Product 1,Status 3,Type 1
650,1,347.0798645,09/12/2020,10/12/2020,Product 2,Status 2,Type 1
651,1,445.682105,09/09/2025,16/04/2021,Product 3,Status 2,Type 2
652,1,121.7728336,01/04/2022,18/12/2021,Product 4,Status 1,Type 3
653,2,412.7930307,14/04/2020,14/04/2020,Product 2,Status 1,Type 1
654,2,516.7744337,22/06/2025,07/12/2021,Product 3,Status 3,Type 2
655,1,353.5371242,30/11/2020,02/12/2020,Product 1,Status 2,Type 1
656,1,139.286676,14/01/2022,31/10/2021,Product 4,Status 3,Type 3
657,1,544.9986193,04/08/2020,08/08/2020,Product 1,Status 1,Type 1
658,2,503.3830848,01/01/2021,31/12/2020,Product 2,Status 3,Type 1
659,2,612.0380824,18/06/2021,21/06/2021,Product 1,Status 4,Type 1
660,2,161.3444925,09/02/2020,10/02/2020,Product 1,Status 4,Type 1
661,1,517.4001426,08/02/2025,18/10/2021,Product 3,Status 1,Type 2
662,1,368.2137153,19/11/2021,26/11/2021,Product 1,Status 4,Type 1
663,1,98.26672682,15/01/2022,11/10/2021,Product 2,Status 3,Type 3
664,1,470.9682071,12/08/2021,19/08/2021,Product 2,Status 3,Type 1
665,2,420.0051387,19/09/2026,15/12/2020,Product 2,Status 4,Type 2
666,1,309.8755619,07/06/2021,13/06/2021,Product 1,Status 1,Type 1
667,1,204.8843799,21/09/2020,23/09/2020,Product 1,Status 3,Type 1
668,1,415.285577,28/07/2025,07/11/2021,Product 2,Status 2,Type 2
669,1,139.9831113,15/03/2022,14/12/2021,Product 4,Status 1,Type 3
670,1,526.6101792,11/08/2021,15/08/2021,Product 2,Status 1,Type 1
671,4,416.7692583,21/10/2020,21/10/2020,Product 1,Status 4,Type 1
672,1,132.669246,21/03/2022,07/01/2022,Product 4,Status 2,Type 3
673,2,555.35132,30/05/2025,24/09/2020,Product 1,Status 2,Type 2
